number,type,name,city,latitude,longitude,result_city,result_type
15,rue,ARSENAL,Paris,48.851481,2.366694,Paris,housenumber
36,rue,ANNONCIATION,Paris,48.857258,2.278469,Paris,housenumber
210,rue,SAINT-MAUR,Paris,48.873066,2.370977,Paris,housenumber
34,rue,TOMBE-ISSOIRE,Paris,48.831194,2.334657,Paris,housenumber
55,rue,CHATEAU D'EAU,Paris,48.872324,2.355589,Paris,housenumber
40,rue,ÉTIENNE DOLET,Paris,48.868183,2.386095,Paris,housenumber
263,rue,SAINT-JACQUES,Paris,48.84193,2.341374,Paris,housenumber
43,rue,CAVENDISH,Paris,48.884358,2.378782,Paris,housenumber
22,rue,PASTOURELLE,Paris,48.86282,2.359499,Paris,housenumber
35,rue,AMSTERDAM,Paris,48.878853,2.326887,Paris,housenumber
4,rue,COLONNES,Paris,48.869342,2.339538,Paris,housenumber
241,boulevard,SAINT-GERMAIN,Paris,48.86159,2.319965,Paris,housenumber
67,avenue,ITALIE,Paris,48.825665,2.357726,Paris,housenumber
119,rue,ORTEAUX,Paris,48.855622,2.409576,Paris,housenumber
9,rue,BASTILLE,Paris,48.853881,2.368271,Paris,housenumber
104,rue,DAMES,Paris,48.882688,2.316821,Paris,housenumber
12,boulevard,GARIBALDI,Paris,48.847076,2.303066,Paris,housenumber
46,rue,MONTREUIL,Paris,48.850362,2.388375,Paris,housenumber
70,rue,MANIN,Paris,48.885075,2.392924,Paris,housenumber
4,rue,HAUDRIETTES,Paris,48.861521,2.35782,Paris,housenumber
87,boulevard,HOPITAL,Paris,48.83827,2.360895,Paris,housenumber
113,rue,MOUFFETARD,Paris,48.840535,2.349781,Paris,housenumber
103,boulevard,MURAT,Paris,48.83966,2.256682,Paris,housenumber
36,rue,MONTHOLON,Paris,48.87661,2.344627,Paris,housenumber
65,rue,RUISSEAU,Paris,48.894337,2.340496,Paris,housenumber
1,rue,JEAN-FRANÇOIS LÉPINE,Paris,48.886033,2.359151,Paris,housenumber
184,rue,SAINT-MARTIN,Paris,48.862746,2.352337,Paris,housenumber
11,rue,COMMERCE,Paris,48.848427,2.297292,Paris,housenumber
20,rue,MERLIN,Paris,48.860249,2.385693,Paris,housenumber
7,passage,GÉNIE,Paris,48.848542,2.389561,Paris,housenumber
99,rue,MONTREUIL,Paris,48.850634,2.393726,Paris,housenumber
16,place,MALESHERBES,Paris,48.881151,2.338725,Paris,housenumber
26,rue,ÉCOLES,Paris,48.848894,2.347874,Paris,housenumber
17,rue,JEAN BEAUSSIRE,Paris,48.854709,2.368055,Paris,housenumber
28,rue,PANOYAUX,Paris,48.866495,2.386517,Paris,housenumber
249,rue,CHARENTON,Paris,48.836441,2.39204,Paris,housenumber
19,place,NATION,Paris,48.848731,2.397577,Paris,housenumber
1,rue,ÉTIENNE MARCEL,Paris,48.863385,2.350588,Paris,housenumber
35,rue,GANNERON,Paris,48.887933,2.327785,Paris,housenumber
81,rue,VIEILLE DU TEMPLE,Paris,48.859192,2.359456,Paris,housenumber
26,avenue,MONTAIGNE,Paris,48.866495,2.305769,Paris,housenumber
20,rue,RIGOLES,Paris,48.871856,2.394001,Paris,housenumber
91,rue,LONGCHAMP,Paris,48.865568,2.282864,Paris,housenumber
10,cité,LEMIÈRE,Paris,48.8869,2.324438,Paris,housenumber
25,rue,TOUL,Paris,48.839401,2.402478,Paris,housenumber
22,rue,LOUVRE,Paris,48.861483,2.341276,Paris,housenumber
13,rue,ANTHONY,Paris,48.850891,2.376988,Paris,housenumber
3,rue,ÉLISA LEMONNIER,Paris,48.840062,2.390075,Paris,housenumber
5,rue,DARCET,Paris,48.883549,2.325051,Paris,housenumber
1,rue,AGRIPPA d'AUBIGNÉ,Paris,48.849991,2.361781,Paris,housenumber
23,rue,DUMÉRIL,Paris,48.836751,2.358215,Paris,housenumber
29,rue,MIOLLIS,Paris,48.845466,2.30284,Paris,housenumber
16,rue,BACHELET,Paris,48.888748,2.344908,Paris,housenumber
66,rue,SAUFFROY,Paris,48.893446,2.322637,Paris,housenumber
17,rue,MONSIGNY,Paris,48.869378,2.335663,Paris,housenumber
12,rue,PAPILLON,Paris,48.876258,2.347283,Paris,housenumber
7,rue,SAINT-MAUR,Paris,48.858909,2.383166,Paris,housenumber
14,boulevard,BELLEVILLE,Paris,48.867589,2.382934,Paris,housenumber
2,rue,TRÉVISE,Paris,48.872561,2.345072,Paris,housenumber
28,rue,TOURNELLES,Paris,48.85527,2.367363,Paris,housenumber
8,rue,LAS-CASES,Paris,48.858067,2.321813,Paris,housenumber
2,impasse,FALAISE,Paris,48.896524,2.334596,Paris,housenumber
144,rue,VAUGIRARD,Paris,48.844272,2.316718,Paris,housenumber
14,rue,EDIMBOURG,Paris,48.879478,2.320487,Paris,housenumber
146,rue,ROQUETTE,Paris,48.858108,2.382429,Paris,housenumber
10,petite rue,LILAS,Paris,48.878642,2.396073,Paris,housenumber
75,rue,ROUSSIN,Paris,48.842192,2.300627,Paris,housenumber
53,rue,VOUTE,Paris,48.846622,2.409148,Paris,housenumber
4,cité,MONTHIERS,Paris,48.88095,2.327739,Paris,housenumber
24,rue,RAMBUTEAU,Paris,48.860994,2.354363,Paris,housenumber
35,rue,POTEAU,Paris,48.894104,2.341463,Paris,housenumber
16,rue,BRÉZIN,Paris,48.831221,2.328062,Paris,housenumber
38,rue,ESQUIROL,Paris,48.835539,2.360196,Paris,housenumber
20,rue,ASTORG,Paris,48.873528,2.319636,Paris,housenumber
30,rue,CROIX DES PETITS-CHAMPS,Paris,48.86406,2.340197,Paris,housenumber
156,rue,MARCADET,Paris,48.891493,2.33808,Paris,housenumber
5,rue,LEVERT,Paris,48.873707,2.390422,Paris,housenumber
5,rue,STÉPHENSON,Paris,48.885394,2.356641,Paris,housenumber
8,rue,LA BOETIE,Paris,48.874422,2.318235,Paris,housenumber
31,rue,CLÉRY,Paris,48.868546,2.347883,Paris,housenumber
36,rue,DAUBENTON,Paris,48.841074,2.352341,Paris,housenumber
36,rue,SAINT-MARC,Paris,48.870812,2.338236,Paris,housenumber
56,rue,CHINE,Paris,48.869791,2.396234,Paris,housenumber
17,rue,AUMALE,Paris,48.878133,2.33587,Paris,housenumber
34,rue,MALTE,Paris,48.865729,2.367832,Paris,housenumber
14,avenue et rond-point,CHAMPS-ELYSÉES,Paris,48.869632,2.309501,Paris,housenumber
11,passage,CARDINET,Paris,48.885955,2.311071,Paris,housenumber
64,rue,DAGUERRE,Paris,48.835138,2.326603,Paris,housenumber
34,rue,ARMAILLÉ,Paris,48.878963,2.291101,Paris,housenumber
177,rue,GRENELLE,Paris,48.857184,2.30463,Paris,housenumber
7,passage,POISSONNIERS,Paris,48.886151,2.350147,Paris,housenumber
18,rue,ABBÉ GROULT,Paris,48.842589,2.293869,Paris,housenumber
1,rue,ROBINEAU,Paris,48.864604,2.392255,Paris,housenumber
91,rue,ASSOMPTION,Paris,48.855645,2.265368,Paris,housenumber
47,rue,TROIS BORNES,Paris,48.86755,2.375217,Paris,housenumber
25,rue,ETEX,Paris,48.891134,2.327126,Paris,housenumber
38,rue,GRENÉTA,Paris,48.865373,2.349038,Paris,housenumber
20,rue,QUATRE-FILS,Paris,48.860811,2.359151,Paris,housenumber
131,avenue,WAGRAM,Paris,48.883586,2.301932,Paris,housenumber
1,rue,MICHELET,Paris,48.842421,2.337616,Paris,housenumber
12,rue,BEAUNIER,Paris,48.824139,2.3304,Paris,housenumber
39,rue,ORSEL,Paris,48.883579,2.342998,Paris,housenumber
21,rue,PETITES-ÉCURIES,Paris,48.873535,2.351999,Paris,housenumber
34,rue,THIONVILLE,Paris,48.890034,2.385371,Paris,housenumber
6,rue,JOUYE-ROUVE,Paris,48.873057,2.382651,Paris,housenumber
2,rue,THÉODORE DECK,Paris,48.837666,2.290723,Paris,housenumber
40,rue,MOULIN DE LA POINTE,Paris,48.822762,2.356505,Paris,housenumber
43,rue,DECAMPS,Paris,48.863284,2.277764,Paris,housenumber
18,rue,RUISSEAU,Paris,48.892351,2.340082,Paris,housenumber
5,rue,GOBELINS,Paris,48.835772,2.35193,Paris,housenumber
106,boulevard,DIDEROT,Paris,48.847086,2.385858,Paris,housenumber
6,rue,JEAN BEAUSSIRE,Paris,48.8541,2.368223,Paris,housenumber
73,boulevard,MALESHERBES,Paris,48.877002,2.316938,Paris,housenumber
16,avenue,PARMENTIER,Paris,48.859652,2.379361,Paris,housenumber
7,rue,MABILLON,Paris,48.851479,2.335406,Paris,housenumber
62,boulevard,HOPITAL,Paris,48.838072,2.360056,Paris,housenumber
79,rue,ABOUKIR,Paris,48.867926,2.347337,Paris,housenumber
1,place,JUSSIEU,Paris,48.845881,2.355179,Paris,housenumber
31,rue,MONTPENSIER,Paris,48.865552,2.337101,Paris,housenumber
22,rue,PIAT,Paris,48.871734,2.385449,Paris,housenumber
30,cours,VINCENNES,Paris,48.847483,2.401707,Paris,housenumber
216,avenue,VERSAILLES,Paris,48.838695,2.25923,Paris,housenumber
202,rue,JAVEL,Paris,48.839744,2.292794,Paris,housenumber
18,rue,SAINT-MÉDARD,Paris,48.843792,2.349817,Paris,housenumber
90,rue,ROMAINVILLE,Paris,48.876939,2.40463,Paris,housenumber
83,avenue,IVRY,Paris,48.824438,2.363198,Paris,housenumber
18,rue,SAINT-YVES,Paris,48.825854,2.333088,Paris,housenumber
120,rue,COURONNES,Paris,48.871588,2.389235,Paris,housenumber
42,rue,JEUNEURS,Paris,48.869807,2.343698,Paris,housenumber
5,rue,LEBOUIS,Paris,48.836844,2.321641,Paris,housenumber
143,avenue,ITALIE,Paris,48.820406,2.359348,Paris,housenumber
31,rue,LOUIS BLANC,Paris,48.880676,2.365773,Paris,housenumber
13,rue,TAILLANDIERS,Paris,48.854169,2.375224,Paris,housenumber
2,rue,SAINT-LAMBERT,Paris,48.838561,2.290324,Paris,housenumber
284,rue,SAINT-HONORÉ,Paris,48.864757,2.332516,Paris,housenumber
9,rue,PONT-AUX-CHOUX,Paris,48.861047,2.366212,Paris,housenumber
66,rue,TEMPLE,Paris,48.861106,2.355986,Paris,housenumber
5,rue,CHANTIERS,Paris,48.848961,2.354657,Paris,housenumber
34,rue,COLISÉE,Paris,48.871448,2.310421,Paris,housenumber
84,rue,LEPIC,Paris,48.887357,2.335673,Paris,housenumber
42,rue,LABORDE,Paris,48.875507,2.316915,Paris,housenumber
19,rue,VERNET,Paris,48.871823,2.298403,Paris,housenumber
40,rue,DESNOUETTES,Paris,48.835881,2.289455,Paris,housenumber
56,rue,FAUBOURG MONTMARTRE,Paris,48.875499,2.340757,Paris,housenumber
52,rue,GANDON,Paris,48.819512,2.361743,Paris,housenumber
20,boulevard,LA TOUR-MAUBOURG,Paris,48.860851,2.310065,Paris,housenumber
13,rue,BLAISE,Paris,48.859806,2.404833,Paris,housenumber
11,rue,MINIMES,Paris,48.857164,2.365939,Paris,housenumber
50,rue,MAUBEUGE,Paris,48.878461,2.345704,Paris,housenumber
29,rue,JUSSIEU,Paris,48.846807,2.353861,Paris,housenumber
169,rue,MARCADET,Paris,48.891428,2.336752,Paris,housenumber
14,rue,GAILLON,Paris,48.868506,2.334241,Paris,housenumber
274,rue,SAINT-HONORÉ,Paris,48.864411,2.333174,Paris,housenumber
103,rue,LA JONQUIÈRE,Paris,48.89516,2.316623,Paris,housenumber
6,cité,TALMA,Paris,48.857321,2.276208,Paris,housenumber
15,rue,ANNAM,Paris,48.867037,2.394251,Paris,housenumber
44,rue,FONDARY,Paris,48.847285,2.29513,Paris,housenumber
28,rue,SOURCE,Paris,48.85065,2.266449,Paris,housenumber
125,rue,DAMES,Paris,48.882387,2.316448,Paris,housenumber
72,rue,AVRON,Paris,48.852294,2.404346,Paris,housenumber
78,rue,CURIAL,Paris,48.894479,2.374141,Paris,housenumber
2,impasse,MARCÈS,Paris,48.869566,2.388818,Paris,housenumber
93,quai,VALMY,Paris,48.873736,2.362974,Paris,housenumber
21,rue,MARCADET,Paris,48.89029,2.353561,Paris,housenumber
44,avenue,WAGRAM,Paris,48.877423,2.297974,Paris,housenumber
16,rue,MARIE-ET-LOUISE,Paris,48.872057,2.366199,Paris,housenumber
11,rue,PAPILLON,Paris,48.876433,2.34671,Paris,housenumber
22,rue,LEGENDRE,Paris,48.882713,2.312321,Paris,housenumber
18,rue,JESSAINT,Paris,48.885038,2.35597,Paris,housenumber
111,avenue,PARMENTIER,Paris,48.867935,2.372386,Paris,housenumber
60,rue,ROCHER,Paris,48.878631,2.319457,Paris,housenumber
37,rue,ROI DE SICILE,Paris,48.856684,2.356366,Paris,housenumber
148,avenue,MALAKOFF,Paris,48.875952,2.283913,Paris,housenumber
18,cité,LECLAIRE,Paris,48.860816,2.406084,Paris,housenumber
6,avenue,CIMETIERE DU NORD,Paris,48.895741,2.312858,Paris,housenumber
35,rue,DESBORDES-VALMORE,Paris,48.859506,2.276324,Paris,housenumber
138,rue,FAUBOURG SAINT-ANTOINE,Paris,48.850447,2.37946,Paris,housenumber
1,passage,LANDRIEU,Paris,48.860998,2.303327,Paris,housenumber
116,rue,NOLLET,Paris,48.889319,2.317456,Paris,housenumber
67,rue,HALLÉ,Paris,48.829081,2.331213,Paris,housenumber
23,rue,SAINT-ANDRÉ-DES-ARTS,Paris,48.853259,2.342594,Paris,housenumber
4,place,DAUMESNIL,Paris,48.837377,2.400478,Paris,housenumber
30,boulevard,SÉBASTOPOL,Paris,48.86112,2.349902,Paris,housenumber
52,rue,CASCADES,Paris,48.872051,2.390832,Paris,housenumber
11,rue,PLANCHAT,Paris,48.852465,2.398917,Paris,housenumber
6,rue,POITOU,Paris,48.861427,2.364248,Paris,housenumber
14,rue,VILLEHARDOUIN,Paris,48.858834,2.365623,Paris,housenumber
103,rue,RICHELIEU,Paris,48.871671,2.339806,Paris,housenumber
133,rue,VAUGIRARD,Paris,48.844328,2.317552,Paris,housenumber
26,rue,ASSAS,Paris,48.84819,2.329183,Paris,housenumber
57,rue,TRAVERSIÈRE,Paris,48.848592,2.374186,Paris,housenumber
26,rue,SOLITAIRES,Paris,48.876859,2.389469,Paris,housenumber
6,impasse,JOINVILLE,Paris,48.890994,2.378401,Paris,housenumber
80,rue,CHAMPIONNET,Paris,48.895878,2.343873,Paris,housenumber
115,avenue,PARMENTIER,Paris,48.868324,2.372096,Paris,housenumber
5,rue,BEAUNE,Paris,48.858817,2.329974,Paris,housenumber
16,rue,TEMPLE,Paris,48.858417,2.353475,Paris,housenumber
84,rue,TAITBOUT,Paris,48.878085,2.335735,Paris,housenumber
21,rue,RIGOLES,Paris,48.871773,2.393952,Paris,housenumber
98,avenue,IÉNA,Paris,48.872491,2.295513,Paris,housenumber
11,rue,SAINTS-PÈRES,Paris,48.857226,2.33251,Paris,housenumber
35,rue,TROIS FRÈRES,Paris,48.885032,2.340096,Paris,housenumber
11,rue,PAUL BERT,Paris,48.851749,2.384546,Paris,housenumber
300,rue,PYRÉNÉES,Paris,48.872157,2.391829,Paris,housenumber
16,passage,CLICHY,Paris,48.884774,2.328705,Paris,housenumber
115,rue,BAGNOLET,Paris,48.859839,2.403227,Paris,housenumber
33,rue,GUILLAUME-TELL,Paris,48.884946,2.295379,Paris,housenumber
58,rue,ROCHECHOUART,Paris,48.880564,2.346478,Paris,housenumber
14,boulevard,REUILLY,Paris,48.838936,2.391047,Paris,housenumber
20,rue,PAVILLONS,Paris,48.8725,2.397407,Paris,housenumber
75,rue,COMPANS,Paris,48.879672,2.390617,Paris,housenumber
143,rue,MOUFFETARD,Paris,48.839634,2.350071,Paris,housenumber
12,rue,DIEU,Paris,48.870434,2.364922,Paris,housenumber
73,rue,ALBERT,Paris,48.826751,2.370914,Paris,housenumber
200,rue,BELLEVILLE,Paris,48.875171,2.394639,Paris,housenumber
15,rue,LAS-CASES,Paris,48.858361,2.320466,Paris,housenumber
96,quai,LOIRE,Paris,48.887602,2.379481,Paris,housenumber
25,avenue,OBSERVATOIRE,Paris,48.841979,2.337513,Paris,housenumber
40,rue,BEAUJON,Paris,48.87545,2.296858,Paris,housenumber
57,rue,ASSOMPTION,Paris,48.854977,2.26814,Paris,housenumber
16,rue,HOTEL DE VILLE,Paris,48.853878,2.357382,Paris,housenumber
70,avenue,KLÉBER,Paris,48.867671,2.290321,Paris,housenumber
183,rue,VAUGIRARD,Paris,48.842743,2.312237,Paris,housenumber
146,avenue,St-OUEN,Paris,48.896886,2.328919,Paris,housenumber
197,rue,SAINT-DENIS,Paris,48.866277,2.35086,Paris,housenumber
15,rue,COLONNES DU TRONE,Paris,48.846566,2.398439,Paris,housenumber
7,rue,GEOFFROY L'ANGEVIN,Paris,48.86062,2.354171,Paris,housenumber
3,rue,SAULES,Paris,48.887276,2.339658,Paris,housenumber
8,passage,GÉNIE,Paris,48.848698,2.389599,Paris,housenumber
21,rue,PIXÉRÉCOURT,Paris,48.871226,2.395476,Paris,housenumber
10,rue,VAUVILLIERS,Paris,48.861653,2.343349,Paris,housenumber
34,rue,SAINT-JACQUES,Paris,48.850485,2.345191,Paris,housenumber
9,rue,FONDARY,Paris,48.848722,2.291752,Paris,housenumber
19,rue,LYONNAIS,Paris,48.838654,2.345941,Paris,housenumber
70,rue,OBERKAMPF,Paris,48.865037,2.37493,Paris,housenumber
37,rue,HAUTPOUL,Paris,48.883003,2.38788,Paris,housenumber
9,rue,RENARD,Paris,48.858113,2.351603,Paris,housenumber
149,rue,MARCADET,Paris,48.891215,2.338835,Paris,housenumber
19,rue,CUJAS,Paris,48.847855,2.342236,Paris,housenumber
194,rue,SAINT-CHARLES,Paris,48.839763,2.279378,Paris,housenumber
26,rue,DUNKERQUE,Paris,48.880775,2.351637,Paris,housenumber
28,rue,PRINTEMPS,Paris,48.887597,2.310137,Paris,housenumber
9,passage,THIONVILLE,Paris,48.888159,2.381876,Paris,housenumber
77,rue,BAUDRICOURT,Paris,48.825107,2.362626,Paris,housenumber
2,rue,SAINTE-OPPORTUNE,Paris,48.859775,2.347261,Paris,housenumber
14,avenue,MONTSOURIS,Paris,48.823607,2.334762,Paris,housenumber
2,rue,PRESLE,Paris,48.853242,2.29714,Paris,housenumber
10,rue,NESLES,Paris,48.855293,2.338952,Paris,housenumber
41,rue,F FRANCS-BOURGEOIS,Paris,48.857977,2.359938,Paris,housenumber
39,rue,ROQUETTE,Paris,48.855231,2.37359,Paris,housenumber
4,rue,CHATEAUBRIAND,Paris,48.873179,2.302603,Paris,housenumber
15,rue,BABYLONE,Paris,48.851653,2.323086,Paris,housenumber
13,rue,LACROIX,Paris,48.890288,2.322316,Paris,housenumber
138,rue,TOMBE-ISSOIRE,Paris,48.823866,2.330827,Paris,housenumber
49,rue,MESLAY,Paris,48.868116,2.357759,Paris,housenumber
59,rue,FAUBOURG ST-HONORÉ,Paris,48.871163,2.315961,Paris,housenumber
26,passage,PRÉVOST,Paris,48.854485,2.373217,Paris,housenumber
19,rue,ÉCOLE POLYTECHNIQUE,Paris,48.84796,2.34724,Paris,housenumber
5,rue,SAMSON,Paris,48.828457,2.350944,Paris,housenumber
19,rue,MARIE STUART,Paris,48.865044,2.347219,Paris,housenumber
56,rue,CHERCHE-MIDI,Paris,48.848973,2.32524,Paris,housenumber
5,rue,LÉMON,Paris,48.871669,2.378395,Paris,housenumber
185,rue,CHATEAU,Paris,48.833256,2.324297,Paris,housenumber
21,rue,PROCESSION,Paris,48.838538,2.306936,Paris,housenumber
81,rue,SÈVRES,Paris,48.849559,2.323007,Paris,housenumber
35,rue,MALAR,Paris,48.859803,2.306218,Paris,housenumber
39,rue,CLEF,Paris,48.856937,2.306437,Paris,housenumber
36,rue,CONSTANTINOPLE,Paris,48.880878,2.317912,Paris,housenumber
89,rue,MOUFFETARD,Paris,48.841617,2.349727,Paris,housenumber
35,boulevard,SAINT-MARCEL,Paris,48.83857,2.358114,Paris,housenumber
39,rue,ARTISTES,Paris,48.826015,2.3346,Paris,housenumber
13,rue,CROISSANT,Paris,48.868832,2.344234,Paris,housenumber
61,rue,COMPANS,Paris,48.87923,2.391922,Paris,housenumber
73,rue,ROCHER,Paris,48.879762,2.317867,Paris,housenumber
159,boulevard,MONTPARNASSE,Paris,48.840493,2.33479,Paris,housenumber
38,rue,ORAN,Paris,48.889111,2.351817,Paris,housenumber
25,rue,TEXEL,Paris,48.83596,2.320856,Paris,housenumber
9,passage,SAINT-BERNARD,Paris,48.851953,2.379877,Paris,housenumber
58,rue,ASSOMPTION,Paris,48.85467,2.269607,Paris,housenumber
82,rue,CHARONNE,Paris,48.853635,2.381031,Paris,housenumber
1,rue,LHOMOND,Paris,48.844953,2.345062,Paris,housenumber
244,boulevard,VOLTAIRE,Paris,48.851307,2.390691,Paris,housenumber
12,rue,JEAN-JACQUES ROUSSEAU,Paris,48.862388,2.340394,Paris,housenumber
5,rue,LOMBARDS,Paris,48.859053,2.349908,Paris,housenumber
26,avenue,TOURVILLE,Paris,48.85427,2.30674,Paris,housenumber
144,rue,OBERKAMPF,Paris,48.866437,2.380949,Paris,housenumber
44,rue,MOURAUD,Paris,48.856052,2.408705,Paris,housenumber
32,rue,GÉNÉRAL FOY,Paris,48.879096,2.317515,Paris,housenumber
21,rue,N.-D. DES VICTOIRES,Paris,48.869684,2.342297,Paris,housenumber
4,villa,MOLITOR,Paris,48.844743,2.264873,Paris,housenumber
38,rue,MARAICHERS,Paris,48.850523,2.407536,Paris,housenumber
24,cité,LECLAIRE,Paris,48.861022,2.405978,Paris,housenumber
91,rue,JAVEL,Paris,48.844367,2.285123,Paris,housenumber
1,rue,PEUPLIERS,Paris,48.825118,2.35387,Paris,housenumber
2,rue,ÉTIENNE MARCEL,Paris,48.863569,2.350696,Paris,housenumber
143,rue,LEGENDRE,Paris,48.890187,2.323997,Paris,housenumber
72,rue,MEUNIERS,Paris,48.83623,2.393621,Paris,housenumber
13,rue,JEANNE HACHETTE,Paris,48.840631,2.298777,Paris,housenumber
2,rue,BIÈVRE,Paris,48.851126,2.350691,Paris,housenumber
63,rue,SAINT-LAZARE,Paris,48.87682,2.333659,Paris,housenumber
23,rue,DIDOT,Paris,48.833025,2.321155,Paris,housenumber
18,impasse,ANTIN,Paris,48.867228,2.308657,Paris,housenumber
76,rue,CARDINET,Paris,48.88411,2.309072,Paris,housenumber
81,rue,VERCINGÉTORIX,Paris,48.83518,2.315163,Paris,housenumber
48,rue,MARCADET,Paris,48.890636,2.350733,Paris,housenumber
19,rue,JEAN ROBERT,Paris,48.889904,2.358196,Paris,housenumber
20,rue,JUGE,Paris,48.849733,2.293357,Paris,housenumber
20,rue,MONTAIGNE,Paris,48.866176,2.305165,Paris,housenumber
31,rue,LABROUSTE,Paris,48.834504,2.308682,Paris,housenumber
25,rue,MONTBRUN,Paris,48.828014,2.330374,Paris,housenumber
31,rue,TEMPLE,Paris,48.85927,2.353792,Paris,housenumber
38,cours,REINE,Paris,48.865549,2.310913,Paris,housenumber
87,boulevard,RICHARD LENOIR,Paris,48.861997,2.371975,Paris,housenumber
25,rue,SAINT-FARGEAU,Paris,48.871665,2.401759,Paris,housenumber
20,rue,SAINT-SÉVERIN,Paris,48.852419,2.345331,Paris,housenumber
1,rue,FAGON,Paris,48.832207,2.358006,Paris,housenumber
17,rue,BERTHOLLET,Paris,48.838938,2.345846,Paris,housenumber
15,rue,DAGUERRE,Paris,48.833702,2.330132,Paris,housenumber
17,rue,CONDÉ,Paris,48.850249,2.338081,Paris,housenumber
4,rue,JUSSIENNE,Paris,48.865365,2.34443,Paris,housenumber
6,rue,DUPLEIX,Paris,48.852009,2.298515,Paris,housenumber
52,rue,RAMUS,Paris,48.863158,2.398373,Paris,housenumber
11,rue,SENTIER,Paris,48.868429,2.345499,Paris,housenumber
188,rue,CRIMÉE,Paris,48.891178,2.376355,Paris,housenumber
21,rue,VALOIS,Paris,48.864618,2.338445,Paris,housenumber
1,passage,GOSSELIN,Paris,49.499573,0.134212,Le Havre,street
6,rue,BIGORRE,Paris,48.828049,2.330659,Paris,housenumber
92,rue,LA CONDAMINE,Paris,48.884404,2.319229,Paris,housenumber
63,boulevard,SAINT-GERMAIN,Paris,48.850508,2.346166,Paris,housenumber
3,rue,CHÉRUBINI,Paris,48.867741,2.336574,Paris,housenumber
23,rue,THIBOUMÉRY,Paris,48.835582,2.304183,Paris,housenumber
57,rue,MONTPARNASSE,Paris,48.842016,2.325617,Paris,housenumber
18,rue,LACROIX,Paris,48.890272,2.322506,Paris,housenumber
17,avenue,CIMETIERE DU NORD,Paris,48.896108,2.312996,Paris,housenumber
69,rue,DOUDEAUVILLE,Paris,48.888255,2.35072,Paris,housenumber
51,rue,CLIGNANCOURT,Paris,48.887276,2.347661,Paris,housenumber
2,rue,DEJEAN,Paris,48.887271,2.350828,Paris,housenumber
2,rue,DARBOY,Paris,48.868734,2.372444,Paris,housenumber
53,rue,MESLAY,Paris,48.868164,2.357513,Paris,housenumber
9,passage,BRUNE,Paris,48.86188,2.379826,Paris,housenumber
5,rue,LA BARRE,Paris,48.88739,2.346711,Paris,housenumber
36,rue,ÉCHIQUIER,Paris,48.871738,2.349567,Paris,housenumber
55,boulevard,MALESHERBES,Paris,48.87575,2.318465,Paris,housenumber
6,rue,MONTMARTRE,Paris,48.863455,2.346013,Paris,housenumber
15,passage,CLOS BRUNEAU,Paris,48.848605,2.347678,Paris,housenumber
2,rue,FLANDRE,Paris,48.884454,2.369531,Paris,housenumber
74,rue,CHARENTON,Paris,48.848938,2.374884,Paris,housenumber
73,rue,MOZART,Paris,48.853321,2.268786,Paris,housenumber
10,rue,MONT-THABOR,Paris,48.865681,2.328839,Paris,housenumber
16,rue,BLOMET,Paris,48.843573,2.307802,Paris,housenumber
17,boulevard,EDGAR QUINET,Paris,48.841183,2.324073,Paris,housenumber
127,rue,ALÉSIA,Paris,48.829274,2.322417,Paris,housenumber
18,rue,SIMPLON,Paris,48.893745,2.35073,Paris,housenumber
42,rue,SAINT-LAMBERT,Paris,48.836711,2.292692,Paris,housenumber
52,rue,ÉGLISE,Paris,48.843815,2.288807,Paris,housenumber
13,rue,PONCEAU,Paris,48.866766,2.351479,Paris,housenumber
3,rue,ECURIES D'ARTOIS,Paris,48.872259,2.308738,Paris,housenumber
99,rue,DESSOUS DES BERGES,Paris,48.828574,2.372731,Paris,housenumber
16,rue,GAMBEY,Paris,48.865577,2.371736,Paris,housenumber
23,boulevard,SUCHET,Paris,48.858984,2.265948,Paris,housenumber
46,rue,DUNOIS,Paris,48.831974,2.368068,Paris,housenumber
6,rue,MOGADOR,Paris,48.873602,2.331356,Paris,housenumber
10,rue,MARIGNAN,Paris,48.868365,2.306448,Paris,housenumber
18,rue,GRANDS-CHAMPS,Paris,48.850582,2.400369,Paris,housenumber
234,rue,FAUBOURG SAINT-MARTIN,Paris,48.881288,2.365574,Paris,housenumber
117,boulevard,MAGENTA,Paris,48.879737,2.352711,Paris,housenumber
14,rue,CROZATIER,Paris,48.846017,2.382515,Paris,housenumber
125,rue,POISSONNIERS,Paris,48.894453,2.352775,Paris,housenumber
25,rue,DESBORDES-VALMORE,Paris,48.860035,2.276713,Paris,housenumber
38,rue,ÉCOLES,Paris,48.849254,2.34653,Paris,housenumber
42,rue,ÉPINETTES,Paris,48.896817,2.323889,Paris,housenumber
17,rue,PANOYAUX,Paris,48.866489,2.385526,Paris,housenumber
12,rue,BOUQUET DE LONGCHAMP,Paris,48.865628,2.29068,Paris,housenumber
68,rue,SAINT-CHARLES,Paris,48.84786,2.286453,Paris,housenumber
22,rue,ÉGLISE,Paris,48.84482,2.286208,Paris,housenumber
53,rue,CROZATIER,Paris,48.848659,2.380038,Paris,housenumber
15,rue,BEZOUT,Paris,48.828892,2.331731,Paris,housenumber
6,rue,OBLIGADO,Paris,48.86972,2.405357,Paris,housenumber
1,rue,TAILLANDIERS,Paris,48.853482,2.375567,Paris,housenumber
