,candidate,date,pct_trend_adjusted,state,cycle,party,pct_estimate,hi,lo
2163,Donald Trump,2020-09-01,40.55295,Colorado,2020,,,,
2164,Joseph R. Biden Jr.,2020-08-31,53.27339,Colorado,2020,,,,
2165,Donald Trump,2020-08-31,40.37619,Colorado,2020,,,,
2166,Joseph R. Biden Jr.,2020-08-30,53.15629,Colorado,2020,,,,
2167,Donald Trump,2020-08-30,39.21737,Colorado,2020,,,,
2168,Joseph R. Biden Jr.,2020-08-29,53.33701,Colorado,2020,,,,
2169,Donald Trump,2020-08-29,39.18064,Colorado,2020,,,,
2170,Joseph R. Biden Jr.,2020-08-28,53.35539,Colorado,2020,,,,
2171,Donald Trump,2020-08-28,38.89694,Colorado,2020,,,,
2172,Joseph R. Biden Jr.,2020-08-27,53.09669,Colorado,2020,,,,
2173,Donald Trump,2020-08-27,39.48135,Colorado,2020,,,,
2174,Joseph R. Biden Jr.,2020-08-26,53.09231,Colorado,2020,,,,
2175,Donald Trump,2020-08-26,39.47601,Colorado,2020,,,,
2176,Joseph R. Biden Jr.,2020-08-25,53.9634,Colorado,2020,,,,
2177,Donald Trump,2020-08-25,39.45029,Colorado,2020,,,,
2178,Joseph R. Biden Jr.,2020-08-24,53.96635,Colorado,2020,,,,
2179,Donald Trump,2020-08-24,39.43123,Colorado,2020,,,,
2180,Joseph R. Biden Jr.,2020-08-23,54.02339,Colorado,2020,,,,
2181,Donald Trump,2020-08-23,39.57833,Colorado,2020,,,,
2182,Joseph R. Biden Jr.,2020-08-22,53.87238,Colorado,2020,,,,
2183,Donald Trump,2020-08-22,39.73334,Colorado,2020,,,,
2184,Joseph R. Biden Jr.,2020-08-21,53.88739,Colorado,2020,,,,
2185,Donald Trump,2020-08-21,39.90612,Colorado,2020,,,,
2186,Joseph R. Biden Jr.,2020-08-20,53.71846,Colorado,2020,,,,
2187,Donald Trump,2020-08-20,40.23344,Colorado,2020,,,,
2188,Joseph R. Biden Jr.,2020-08-19,53.70003,Colorado,2020,,,,
2189,Donald Trump,2020-08-19,40.43965,Colorado,2020,,,,
2190,Joseph R. Biden Jr.,2020-08-18,53.76638,Colorado,2020,,,,
2191,Donald Trump,2020-08-18,40.43375,Colorado,2020,,,,
2192,Joseph R. Biden Jr.,2020-08-17,53.84309,Colorado,2020,,,,
2193,Donald Trump,2020-08-17,40.46801,Colorado,2020,,,,
2194,Joseph R. Biden Jr.,2020-08-16,53.67614,Colorado,2020,,,,
2195,Donald Trump,2020-08-16,40.63537,Colorado,2020,,,,
2196,Joseph R. Biden Jr.,2020-08-15,53.50634,Colorado,2020,,,,
2197,Donald Trump,2020-08-15,40.2043,Colorado,2020,,,,
2198,Joseph R. Biden Jr.,2020-08-14,53.5098,Colorado,2020,,,,
2199,Donald Trump,2020-08-14,40.20442,Colorado,2020,,,,
2200,Joseph R. Biden Jr.,2020-08-13,53.12095,Colorado,2020,,,,
2201,Donald Trump,2020-08-13,40.14984,Colorado,2020,,,,
2202,Joseph R. Biden Jr.,2020-08-12,52.83364,Colorado,2020,,,,
2203,Donald Trump,2020-08-12,39.83373,Colorado,2020,,,,
2204,Joseph R. Biden Jr.,2020-08-11,52.9517,Colorado,2020,,,,
2205,Donald Trump,2020-08-11,39.81631,Colorado,2020,,,,
2206,Joseph R. Biden Jr.,2020-08-10,52.69475,Colorado,2020,,,,
2207,Donald Trump,2020-08-10,39.64877,Colorado,2020,,,,
2208,Joseph R. Biden Jr.,2020-08-09,52.52354,Colorado,2020,,,,
2209,Donald Trump,2020-08-09,39.77176,Colorado,2020,,,,
2210,Joseph R. Biden Jr.,2020-08-08,52.52695,Colorado,2020,,,,
2211,Donald Trump,2020-08-08,39.76923,Colorado,2020,,,,
2212,Joseph R. Biden Jr.,2020-08-07,52.52695,Colorado,2020,,,,
2213,Donald Trump,2020-08-07,39.76923,Colorado,2020,,,,
2214,Joseph R. Biden Jr.,2020-08-06,52.60219,Colorado,2020,,,,
2215,Donald Trump,2020-08-06,40.02079,Colorado,2020,,,,
2216,Joseph R. Biden Jr.,2020-08-05,52.79308,Colorado,2020,,,,
2217,Donald Trump,2020-08-05,40.16084,Colorado,2020,,,,
2218,Joseph R. Biden Jr.,2020-08-04,52.96896,Colorado,2020,,,,
2219,Donald Trump,2020-08-04,39.92062,Colorado,2020,,,,
2220,Joseph R. Biden Jr.,2020-08-03,53.01783,Colorado,2020,,,,
2221,Donald Trump,2020-08-03,39.81009,Colorado,2020,,,,
2222,Joseph R. Biden Jr.,2020-08-02,52.83249,Colorado,2020,,,,
2223,Donald Trump,2020-08-02,39.66648,Colorado,2020,,,,
2224,Joseph R. Biden Jr.,2020-08-01,52.82655,Colorado,2020,,,,
2225,Donald Trump,2020-08-01,39.668,Colorado,2020,,,,
2226,Joseph R. Biden Jr.,2020-07-31,52.82655,Colorado,2020,,,,
2227,Donald Trump,2020-07-31,39.668,Colorado,2020,,,,
2228,Joseph R. Biden Jr.,2020-07-30,52.64456,Colorado,2020,,,,
2229,Donald Trump,2020-07-30,39.36352,Colorado,2020,,,,
2230,Joseph R. Biden Jr.,2020-07-29,52.64761,Colorado,2020,,,,
2231,Donald Trump,2020-07-29,39.30716,Colorado,2020,,,,
2232,Joseph R. Biden Jr.,2020-07-28,52.76707,Colorado,2020,,,,
2233,Donald Trump,2020-07-28,39.31666,Colorado,2020,,,,
2234,Joseph R. Biden Jr.,2020-07-27,53.05316,Colorado,2020,,,,
2235,Donald Trump,2020-07-27,38.46079,Colorado,2020,,,,
2236,Joseph R. Biden Jr.,2020-07-26,53.18913,Colorado,2020,,,,
2237,Donald Trump,2020-07-26,38.66454,Colorado,2020,,,,
2238,Joseph R. Biden Jr.,2020-07-25,53.16911,Colorado,2020,,,,
2239,Donald Trump,2020-07-25,38.64301,Colorado,2020,,,,
2240,Joseph R. Biden Jr.,2020-07-24,53.16499,Colorado,2020,,,,
2241,Donald Trump,2020-07-24,38.63636,Colorado,2020,,,,
2242,Joseph R. Biden Jr.,2020-07-23,53.1152,Colorado,2020,,,,
2243,Donald Trump,2020-07-23,38.67343,Colorado,2020,,,,
2244,Joseph R. Biden Jr.,2020-07-22,52.80428,Colorado,2020,,,,
2245,Donald Trump,2020-07-22,38.53097,Colorado,2020,,,,
2246,Joseph R. Biden Jr.,2020-07-21,54.84621,Colorado,2020,,,,
2247,Donald Trump,2020-07-21,37.95446,Colorado,2020,,,,
2248,Joseph R. Biden Jr.,2020-07-20,54.85073,Colorado,2020,,,,
2249,Donald Trump,2020-07-20,37.95034,Colorado,2020,,,,
2250,Joseph R. Biden Jr.,2020-07-19,54.85021,Colorado,2020,,,,
2251,Donald Trump,2020-07-19,37.94881,Colorado,2020,,,,
2252,Joseph R. Biden Jr.,2020-07-18,54.75426,Colorado,2020,,,,
2253,Donald Trump,2020-07-18,37.71837,Colorado,2020,,,,
2254,Joseph R. Biden Jr.,2020-07-17,54.72472,Colorado,2020,,,,
2255,Donald Trump,2020-07-17,37.72483,Colorado,2020,,,,
2256,Joseph R. Biden Jr.,2020-07-16,54.72855,Colorado,2020,,,,
2257,Donald Trump,2020-07-16,37.69539,Colorado,2020,,,,
2258,Joseph R. Biden Jr.,2020-07-15,54.72396,Colorado,2020,,,,
2259,Donald Trump,2020-07-15,37.69963,Colorado,2020,,,,
2260,Joseph R. Biden Jr.,2020-07-14,54.76315,Colorado,2020,,,,
2261,Donald Trump,2020-07-14,37.73788,Colorado,2020,,,,
2262,Joseph R. Biden Jr.,2020-07-13,54.72002,Colorado,2020,,,,
2263,Donald Trump,2020-07-13,37.74997,Colorado,2020,,,,
2264,Joseph R. Biden Jr.,2020-07-12,55.10119,Colorado,2020,,,,
2265,Donald Trump,2020-07-12,37.81519,Colorado,2020,,,,
2266,Joseph R. Biden Jr.,2020-07-11,55.15427,Colorado,2020,,,,
2267,Donald Trump,2020-07-11,37.79364,Colorado,2020,,,,
2268,Joseph R. Biden Jr.,2020-07-10,55.14599,Colorado,2020,,,,
2269,Donald Trump,2020-07-10,37.79595,Colorado,2020,,,,
2270,Joseph R. Biden Jr.,2020-07-09,55.13231,Colorado,2020,,,,
2271,Donald Trump,2020-07-09,37.77583,Colorado,2020,,,,
2272,Joseph R. Biden Jr.,2020-07-08,55.10539,Colorado,2020,,,,
2273,Donald Trump,2020-07-08,37.78741,Colorado,2020,,,,
2274,Joseph R. Biden Jr.,2020-07-07,55.18222,Colorado,2020,,,,
2275,Donald Trump,2020-07-07,37.97632,Colorado,2020,,,,
2276,Joseph R. Biden Jr.,2020-07-06,55.14011,Colorado,2020,,,,
2277,Donald Trump,2020-07-06,37.95469,Colorado,2020,,,,
2278,Joseph R. Biden Jr.,2020-07-05,55.14597,Colorado,2020,,,,
2279,Donald Trump,2020-07-05,37.95301,Colorado,2020,,,,
2280,Joseph R. Biden Jr.,2020-07-04,55.14323,Colorado,2020,,,,
2281,Donald Trump,2020-07-04,37.95315,Colorado,2020,,,,
2282,Joseph R. Biden Jr.,2020-07-03,55.14323,Colorado,2020,,,,
2283,Donald Trump,2020-07-03,37.95313,Colorado,2020,,,,
2284,Joseph R. Biden Jr.,2020-07-02,55.14107,Colorado,2020,,,,
2285,Donald Trump,2020-07-02,37.95159,Colorado,2020,,,,
2286,Joseph R. Biden Jr.,2020-07-01,55.10222,Colorado,2020,,,,
2287,Donald Trump,2020-07-01,37.92071,Colorado,2020,,,,
2288,Joseph R. Biden Jr.,2020-06-30,54.76842,Colorado,2020,,,,
2289,Donald Trump,2020-06-30,37.02655,Colorado,2020,,,,
2290,Joseph R. Biden Jr.,2020-06-29,54.43242,Colorado,2020,,,,
2291,Donald Trump,2020-06-29,36.85689,Colorado,2020,,,,
2292,Joseph R. Biden Jr.,2020-06-28,54.60361,Colorado,2020,,,,
2293,Donald Trump,2020-06-28,36.9206,Colorado,2020,,,,
2294,Joseph R. Biden Jr.,2020-06-27,54.60361,Colorado,2020,,,,
2295,Donald Trump,2020-06-27,36.9206,Colorado,2020,,,,
2296,Joseph R. Biden Jr.,2020-06-26,54.6265,Colorado,2020,,,,
2297,Donald Trump,2020-06-26,36.91405,Colorado,2020,,,,
2298,Joseph R. Biden Jr.,2020-06-25,54.47847,Colorado,2020,,,,
2299,Donald Trump,2020-06-25,36.6099,Colorado,2020,,,,
2300,Joseph R. Biden Jr.,2020-06-24,54.60049,Colorado,2020,,,,
2301,Donald Trump,2020-06-24,36.94038,Colorado,2020,,,,
2302,Joseph R. Biden Jr.,2020-06-23,54.73696,Colorado,2020,,,,
2303,Donald Trump,2020-06-23,37.3293,Colorado,2020,,,,
2304,Joseph R. Biden Jr.,2020-06-22,54.44569,Colorado,2020,,,,
2305,Donald Trump,2020-06-22,37.2288,Colorado,2020,,,,
2306,Joseph R. Biden Jr.,2020-06-21,54.11703,Colorado,2020,,,,
2307,Donald Trump,2020-06-21,37.18041,Colorado,2020,,,,
2308,Joseph R. Biden Jr.,2020-06-20,54.1362,Colorado,2020,,,,
2309,Donald Trump,2020-06-20,37.16787,Colorado,2020,,,,
2310,Joseph R. Biden Jr.,2020-06-19,54.02485,Colorado,2020,,,,
2311,Donald Trump,2020-06-19,37.07513,Colorado,2020,,,,
2312,Joseph R. Biden Jr.,2020-06-18,54.01932,Colorado,2020,,,,
2313,Donald Trump,2020-06-18,37.07672,Colorado,2020,,,,
2314,Joseph R. Biden Jr.,2020-06-17,54.1104,Colorado,2020,,,,
2315,Donald Trump,2020-06-17,37.1436,Colorado,2020,,,,
2316,Joseph R. Biden Jr.,2020-06-16,54.19574,Colorado,2020,,,,
2317,Donald Trump,2020-06-16,37.29275,Colorado,2020,,,,
2318,Joseph R. Biden Jr.,2020-06-15,53.83652,Colorado,2020,,,,
2319,Donald Trump,2020-06-15,37.51729,Colorado,2020,,,,
2320,Joseph R. Biden Jr.,2020-06-14,53.8239,Colorado,2020,,,,
2321,Donald Trump,2020-06-14,37.50662,Colorado,2020,,,,
2322,Joseph R. Biden Jr.,2020-06-13,53.74448,Colorado,2020,,,,
2323,Donald Trump,2020-06-13,37.60407,Colorado,2020,,,,
2324,Joseph R. Biden Jr.,2020-06-12,53.79578,Colorado,2020,,,,
2325,Donald Trump,2020-06-12,38.14769,Colorado,2020,,,,
2326,Joseph R. Biden Jr.,2020-06-11,53.80081,Colorado,2020,,,,
2327,Donald Trump,2020-06-11,38.14672,Colorado,2020,,,,
2328,Joseph R. Biden Jr.,2020-06-10,53.79686,Colorado,2020,,,,
2329,Donald Trump,2020-06-10,38.14746,Colorado,2020,,,,
2330,Joseph R. Biden Jr.,2020-06-09,53.75921,Colorado,2020,,,,
2331,Donald Trump,2020-06-09,38.19411,Colorado,2020,,,,
2332,Joseph R. Biden Jr.,2020-06-08,53.60701,Colorado,2020,,,,
2333,Donald Trump,2020-06-08,38.33366,Colorado,2020,,,,
2334,Joseph R. Biden Jr.,2020-06-07,53.60247,Colorado,2020,,,,
2335,Donald Trump,2020-06-07,38.3349,Colorado,2020,,,,
2336,Joseph R. Biden Jr.,2020-06-06,53.71094,Colorado,2020,,,,
2337,Donald Trump,2020-06-06,38.54916,Colorado,2020,,,,
2338,Joseph R. Biden Jr.,2020-06-05,53.48517,Colorado,2020,,,,
2339,Donald Trump,2020-06-05,38.76593,Colorado,2020,,,,
2340,Joseph R. Biden Jr.,2020-06-04,53.11657,Colorado,2020,,,,
2341,Donald Trump,2020-06-04,38.79539,Colorado,2020,,,,
2342,Joseph R. Biden Jr.,2020-06-03,53.09424,Colorado,2020,,,,
2343,Donald Trump,2020-06-03,39.00006,Colorado,2020,,,,
2344,Joseph R. Biden Jr.,2020-06-02,52.74329,Colorado,2020,,,,
2345,Donald Trump,2020-06-02,38.32613,Colorado,2020,,,,
2346,Joseph R. Biden Jr.,2020-06-01,52.73097,Colorado,2020,,,,
2347,Donald Trump,2020-06-01,38.24973,Colorado,2020,,,,
2348,Joseph R. Biden Jr.,2020-05-31,52.46611,Colorado,2020,,,,
2349,Donald Trump,2020-05-31,38.25499,Colorado,2020,,,,
2350,Joseph R. Biden Jr.,2020-05-30,52.63908,Colorado,2020,,,,
2351,Donald Trump,2020-05-30,38.32461,Colorado,2020,,,,
2352,Joseph R. Biden Jr.,2020-05-29,52.69859,Colorado,2020,,,,
2353,Donald Trump,2020-05-29,38.4452,Colorado,2020,,,,
2354,Joseph R. Biden Jr.,2020-05-28,52.69859,Colorado,2020,,,,
2355,Donald Trump,2020-05-28,38.4452,Colorado,2020,,,,
2356,Joseph R. Biden Jr.,2020-05-27,52.51492,Colorado,2020,,,,
2357,Donald Trump,2020-05-27,38.15677,Colorado,2020,,,,
2358,Joseph R. Biden Jr.,2020-05-26,52.9873,Colorado,2020,,,,
2359,Donald Trump,2020-05-26,38.3639,Colorado,2020,,,,
2360,Joseph R. Biden Jr.,2020-05-25,52.67162,Colorado,2020,,,,
2361,Donald Trump,2020-05-25,38.31804,Colorado,2020,,,,
2362,Joseph R. Biden Jr.,2020-05-24,52.67162,Colorado,2020,,,,
2363,Donald Trump,2020-05-24,38.31804,Colorado,2020,,,,
2364,Joseph R. Biden Jr.,2020-05-23,52.78666,Colorado,2020,,,,
2365,Donald Trump,2020-05-23,38.34263,Colorado,2020,,,,
2366,Joseph R. Biden Jr.,2020-05-22,52.82252,Colorado,2020,,,,
2367,Donald Trump,2020-05-22,38.43378,Colorado,2020,,,,
2368,Joseph R. Biden Jr.,2020-05-21,52.81673,Colorado,2020,,,,
2369,Donald Trump,2020-05-21,38.42924,Colorado,2020,,,,
2370,Joseph R. Biden Jr.,2020-05-20,52.88102,Colorado,2020,,,,
2371,Donald Trump,2020-05-20,38.43583,Colorado,2020,,,,
2372,Joseph R. Biden Jr.,2020-05-19,52.92302,Colorado,2020,,,,
2373,Donald Trump,2020-05-19,38.58511,Colorado,2020,,,,
2374,Joseph R. Biden Jr.,2020-05-18,52.77929,Colorado,2020,,,,
2375,Donald Trump,2020-05-18,38.62472,Colorado,2020,,,,
2376,Joseph R. Biden Jr.,2020-05-17,53.01551,Colorado,2020,,,,
2377,Donald Trump,2020-05-17,38.92785,Colorado,2020,,,,
2378,Joseph R. Biden Jr.,2020-05-16,53.07471,Colorado,2020,,,,
2379,Donald Trump,2020-05-16,38.87464,Colorado,2020,,,,
2380,Joseph R. Biden Jr.,2020-05-15,53.04242,Colorado,2020,,,,
2381,Donald Trump,2020-05-15,38.94799,Colorado,2020,,,,
2382,Joseph R. Biden Jr.,2020-05-14,53.02462,Colorado,2020,,,,
2383,Donald Trump,2020-05-14,38.93476,Colorado,2020,,,,
2384,Joseph R. Biden Jr.,2020-05-13,52.81833,Colorado,2020,,,,
2385,Donald Trump,2020-05-13,38.86155,Colorado,2020,,,,
2386,Joseph R. Biden Jr.,2020-05-12,52.83128,Colorado,2020,,,,
2387,Donald Trump,2020-05-12,38.82288,Colorado,2020,,,,
2388,Joseph R. Biden Jr.,2020-05-11,52.81469,Colorado,2020,,,,
2389,Donald Trump,2020-05-11,38.80903,Colorado,2020,,,,
2390,Joseph R. Biden Jr.,2020-05-10,52.50411,Colorado,2020,,,,
2391,Donald Trump,2020-05-10,37.18985,Colorado,2020,,,,
2392,Joseph R. Biden Jr.,2020-05-09,52.39059,Colorado,2020,,,,
2393,Donald Trump,2020-05-09,37.08117,Colorado,2020,,,,
2394,Joseph R. Biden Jr.,2020-05-08,52.4339,Colorado,2020,,,,
2395,Donald Trump,2020-05-08,37.19403,Colorado,2020,,,,
2396,Joseph R. Biden Jr.,2020-05-07,52.43586,Colorado,2020,,,,
2397,Donald Trump,2020-05-07,37.1921,Colorado,2020,,,,
2398,Joseph R. Biden Jr.,2020-05-06,52.44719,Colorado,2020,,,,
2399,Donald Trump,2020-05-06,37.18802,Colorado,2020,,,,
2400,Joseph R. Biden Jr.,2020-05-05,52.56185,Colorado,2020,,,,
2401,Donald Trump,2020-05-05,37.20272,Colorado,2020,,,,
2402,Joseph R. Biden Jr.,2020-05-04,52.72762,Colorado,2020,,,,
2403,Donald Trump,2020-05-04,37.07775,Colorado,2020,,,,
2404,Joseph R. Biden Jr.,2020-05-03,52.66414,Colorado,2020,,,,
2405,Donald Trump,2020-05-03,37.11579,Colorado,2020,,,,
2406,Joseph R. Biden Jr.,2020-05-02,50.11615,Colorado,2020,,,,
2407,Donald Trump,2020-05-02,38.57201,Colorado,2020,,,,
2408,Joseph R. Biden Jr.,2020-05-01,50.09461,Colorado,2020,,,,
2409,Donald Trump,2020-05-01,38.61904,Colorado,2020,,,,
2410,Joseph R. Biden Jr.,2020-04-30,50.00794,Colorado,2020,,,,
2411,Donald Trump,2020-04-30,38.60551,Colorado,2020,,,,
2412,Joseph R. Biden Jr.,2020-04-29,50.00673,Colorado,2020,,,,
2413,Donald Trump,2020-04-29,38.60301,Colorado,2020,,,,
2414,Joseph R. Biden Jr.,2020-04-28,50.45682,Colorado,2020,,,,
2415,Donald Trump,2020-04-28,38.63855,Colorado,2020,,,,
2416,Joseph R. Biden Jr.,2020-04-27,50.02851,Colorado,2020,,,,
2417,Donald Trump,2020-04-27,38.24479,Colorado,2020,,,,
2418,Joseph R. Biden Jr.,2020-04-26,50.04622,Colorado,2020,,,,
2419,Donald Trump,2020-04-26,38.23869,Colorado,2020,,,,
2420,Joseph R. Biden Jr.,2020-04-25,50.0419,Colorado,2020,,,,
2421,Donald Trump,2020-04-25,38.26945,Colorado,2020,,,,
2422,Joseph R. Biden Jr.,2020-04-24,50.00004,Colorado,2020,,,,
2423,Donald Trump,2020-04-24,38.48243,Colorado,2020,,,,
2424,Joseph R. Biden Jr.,2020-04-23,50.00004,Colorado,2020,,,,
2425,Donald Trump,2020-04-23,38.48243,Colorado,2020,,,,
2426,Joseph R. Biden Jr.,2020-04-22,50.00004,Colorado,2020,,,,
2427,Donald Trump,2020-04-22,38.48243,Colorado,2020,,,,
2428,Joseph R. Biden Jr.,2020-04-21,50.00004,Colorado,2020,,,,
2429,Donald Trump,2020-04-21,38.48243,Colorado,2020,,,,
2430,Joseph R. Biden Jr.,2020-04-20,49.92491,Colorado,2020,,,,
2431,Donald Trump,2020-04-20,38.64935,Colorado,2020,,,,
2432,Joseph R. Biden Jr.,2020-04-19,49.83415,Colorado,2020,,,,
2433,Donald Trump,2020-04-19,38.72805,Colorado,2020,,,,
2434,Joseph R. Biden Jr.,2020-04-18,46.26321,Colorado,2020,,,,
2435,Donald Trump,2020-04-18,42.87405,Colorado,2020,,,,
2436,Joseph R. Biden Jr.,2020-04-17,46.18206,Colorado,2020,,,,
2437,Donald Trump,2020-04-17,42.84165,Colorado,2020,,,,
2438,Joseph R. Biden Jr.,2020-04-16,46.18058,Colorado,2020,,,,
2439,Donald Trump,2020-04-16,42.8377,Colorado,2020,,,,
2440,Joseph R. Biden Jr.,2020-04-15,45.82846,Colorado,2020,,,,
2441,Donald Trump,2020-04-15,42.51794,Colorado,2020,,,,
2442,Joseph R. Biden Jr.,2020-04-14,45.47699,Colorado,2020,,,,
2443,Donald Trump,2020-04-14,42.73837,Colorado,2020,,,,
2444,Joseph R. Biden Jr.,2020-04-13,45.10083,Colorado,2020,,,,
2445,Donald Trump,2020-04-13,42.68066,Colorado,2020,,,,
2446,Joseph R. Biden Jr.,2020-04-12,45.1012,Colorado,2020,,,,
2447,Donald Trump,2020-04-12,42.68068,Colorado,2020,,,,
2448,Joseph R. Biden Jr.,2020-04-11,45.39004,Colorado,2020,,,,
2449,Donald Trump,2020-04-11,41.80503,Colorado,2020,,,,
2450,Joseph R. Biden Jr.,2020-04-10,45.45801,Colorado,2020,,,,
2451,Donald Trump,2020-04-10,41.81503,Colorado,2020,,,,
2452,Joseph R. Biden Jr.,2020-04-09,45.79118,Colorado,2020,,,,
2453,Donald Trump,2020-04-09,41.88626,Colorado,2020,,,,
2454,Joseph R. Biden Jr.,2020-04-08,45.79113,Colorado,2020,,,,
2455,Donald Trump,2020-04-08,41.88643,Colorado,2020,,,,
2456,Joseph R. Biden Jr.,2020-04-07,45.73262,Colorado,2020,,,,
2457,Donald Trump,2020-04-07,41.92941,Colorado,2020,,,,
2458,Joseph R. Biden Jr.,2020-04-06,46.19973,Colorado,2020,,,,
2459,Donald Trump,2020-04-06,41.91091,Colorado,2020,,,,
2460,Joseph R. Biden Jr.,2020-04-05,45.92564,Colorado,2020,,,,
2461,Donald Trump,2020-04-05,42.07871,Colorado,2020,,,,
2462,Joseph R. Biden Jr.,2020-04-04,45.8546,Colorado,2020,,,,
2463,Donald Trump,2020-04-04,41.98241,Colorado,2020,,,,
2464,Joseph R. Biden Jr.,2020-04-03,45.85984,Colorado,2020,,,,
2465,Donald Trump,2020-04-03,41.96763,Colorado,2020,,,,
2466,Joseph R. Biden Jr.,2020-04-02,46.28791,Colorado,2020,,,,
2467,Donald Trump,2020-04-02,42.09517,Colorado,2020,,,,
2468,Joseph R. Biden Jr.,2020-04-01,46.28791,Colorado,2020,,,,
2469,Donald Trump,2020-04-01,42.09517,Colorado,2020,,,,
2470,Joseph R. Biden Jr.,2020-03-31,46.40078,Colorado,2020,,,,
2471,Donald Trump,2020-03-31,42.13193,Colorado,2020,,,,
2472,Joseph R. Biden Jr.,2020-03-30,46.55326,Colorado,2020,,,,
2473,Donald Trump,2020-03-30,42.22139,Colorado,2020,,,,
2474,Joseph R. Biden Jr.,2020-03-29,46.80285,Colorado,2020,,,,
2475,Donald Trump,2020-03-29,42.25059,Colorado,2020,,,,
2476,Joseph R. Biden Jr.,2020-03-28,46.87841,Colorado,2020,,,,
2477,Donald Trump,2020-03-28,42.3164,Colorado,2020,,,,
2478,Joseph R. Biden Jr.,2020-03-27,46.97869,Colorado,2020,,,,
2479,Donald Trump,2020-03-27,42.48278,Colorado,2020,,,,
2480,Joseph R. Biden Jr.,2020-03-26,46.97869,Colorado,2020,,,,
2481,Donald Trump,2020-03-26,42.48278,Colorado,2020,,,,
2482,Joseph R. Biden Jr.,2020-03-25,46.69318,Colorado,2020,,,,
2483,Donald Trump,2020-03-25,42.44626,Colorado,2020,,,,
2484,Joseph R. Biden Jr.,2020-03-24,46.65638,Colorado,2020,,,,
2485,Donald Trump,2020-03-24,41.9738,Colorado,2020,,,,
2486,Joseph R. Biden Jr.,2020-03-23,47.14463,Colorado,2020,,,,
2487,Donald Trump,2020-03-23,43.03012,Colorado,2020,,,,
2488,Joseph R. Biden Jr.,2020-03-22,47.28383,Colorado,2020,,,,
2489,Donald Trump,2020-03-22,43.39472,Colorado,2020,,,,
2490,Joseph R. Biden Jr.,2020-03-21,47.45572,Colorado,2020,,,,
2491,Donald Trump,2020-03-21,43.18796,Colorado,2020,,,,
2492,Joseph R. Biden Jr.,2020-03-20,47.45435,Colorado,2020,,,,
2493,Donald Trump,2020-03-20,43.16073,Colorado,2020,,,,
2494,Joseph R. Biden Jr.,2020-03-19,47.46964,Colorado,2020,,,,
2495,Donald Trump,2020-03-19,43.17778,Colorado,2020,,,,
2496,Joseph R. Biden Jr.,2020-03-18,46.90225,Colorado,2020,,,,
2497,Donald Trump,2020-03-18,42.52623,Colorado,2020,,,,
2498,Joseph R. Biden Jr.,2020-03-17,46.90225,Colorado,2020,,,,
2499,Donald Trump,2020-03-17,42.52623,Colorado,2020,,,,
2500,Joseph R. Biden Jr.,2020-03-16,46.89915,Colorado,2020,,,,
2501,Donald Trump,2020-03-16,42.61522,Colorado,2020,,,,
2502,Joseph R. Biden Jr.,2020-03-15,47.0398,Colorado,2020,,,,
2503,Donald Trump,2020-03-15,43.04011,Colorado,2020,,,,
2504,Joseph R. Biden Jr.,2020-03-14,47.18365,Colorado,2020,,,,
2505,Donald Trump,2020-03-14,43.13449,Colorado,2020,,,,
2506,Joseph R. Biden Jr.,2020-03-13,47.18269,Colorado,2020,,,,
2507,Donald Trump,2020-03-13,43.14253,Colorado,2020,,,,
2508,Joseph R. Biden Jr.,2020-03-12,46.84422,Colorado,2020,,,,
2509,Donald Trump,2020-03-12,43.19176,Colorado,2020,,,,
2510,Joseph R. Biden Jr.,2020-03-11,46.73853,Colorado,2020,,,,
2511,Donald Trump,2020-03-11,43.10329,Colorado,2020,,,,
2512,Joseph R. Biden Jr.,2020-03-10,46.99776,Colorado,2020,,,,
2513,Donald Trump,2020-03-10,42.78798,Colorado,2020,,,,
2514,Joseph R. Biden Jr.,2020-03-09,47.07328,Colorado,2020,,,,
2515,Donald Trump,2020-03-09,42.86617,Colorado,2020,,,,
2516,Joseph R. Biden Jr.,2020-03-08,47.30623,Colorado,2020,,,,
2517,Donald Trump,2020-03-08,43.05355,Colorado,2020,,,,
2518,Joseph R. Biden Jr.,2020-03-07,47.22207,Colorado,2020,,,,
2519,Donald Trump,2020-03-07,43.78755,Colorado,2020,,,,
2520,Joseph R. Biden Jr.,2020-03-06,46.75497,Colorado,2020,,,,
2521,Donald Trump,2020-03-06,44.07269,Colorado,2020,,,,
2522,Joseph R. Biden Jr.,2020-03-05,46.75454,Colorado,2020,,,,
2523,Donald Trump,2020-03-05,44.07316,Colorado,2020,,,,
2524,Joseph R. Biden Jr.,2020-03-04,46.75413,Colorado,2020,,,,
2525,Donald Trump,2020-03-04,44.07325,Colorado,2020,,,,
2526,Joseph R. Biden Jr.,2020-03-03,46.74491,Colorado,2020,,,,
2527,Donald Trump,2020-03-03,44.08597,Colorado,2020,,,,
2528,Joseph R. Biden Jr.,2020-03-02,46.72939,Colorado,2020,,,,
2529,Donald Trump,2020-03-02,44.08329,Colorado,2020,,,,
2530,Joseph R. Biden Jr.,2020-03-01,46.73185,Colorado,2020,,,,
2531,Donald Trump,2020-03-01,44.08042,Colorado,2020,,,,
2532,Joseph R. Biden Jr.,2020-02-29,46.73185,Colorado,2020,,,,
2533,Donald Trump,2020-02-29,44.08042,Colorado,2020,,,,
2534,Joseph R. Biden Jr.,2020-02-28,46.77168,Colorado,2020,,,,
